CMPLNT_NUM,CMPLNT_DATE_ISO,UBERHEX_FID,PRECINCT_ID,OFNS_DESC,X_COORD_CD,Y_COORD_CD,LATITUDE,LONGITUDE
37682978,11/01/2008,2,41,FELONY ASSAULT,1014929,237536,40.8186038,-73.88916044
50022367,11/08/2008,2,41,ROBBERY,1014929,237536,40.8186038,-73.88916044
29064826,15/05/2007,2,41,GRAND LARCENY OF MOTOR VEHICLE,1014929,237536,40.8186038,-73.88916044
28254851,03/04/2007,2,41,ROBBERY,1014929,237536,40.8186038,-73.88916044
26209348,08/01/2007,2,41,ROBBERY,1014929,237536,40.8186038,-73.88916044
45672372,14/04/2008,2,41,BURGLARY,1014999,237381,40.81818,-73.888908
50463093,22/08/2008,2,41,ROBBERY,1014999,237381,40.81818,-73.888908
51822582,26/09/2008,2,41,BURGLARY,1014999,237381,40.81818,-73.888908
52706938,31/10/2008,2,41,FELONY ASSAULT,1014999,237381,40.81818,-73.888908
46698728,25/05/2008,2,41,FELONY ASSAULT,1014999,237381,40.81818,-73.888908
33182305,18/07/2007,2,41,FELONY ASSAULT,1015069,237227,40.81775519,-73.88865605
27591779,23/03/2007,2,41,ROBBERY,1015104,237577,40.81871572,-73.88852799
46281314,07/05/2008,2,41,FELONY ASSAULT,1015104,237577,40.81871572,-73.88852799
29392092,02/06/2007,2,41,ROBBERY,1015160,237028,40.817209,-73.888326
55239426,27/12/2008,2,41,FELONY ASSAULT,1015160,237028,40.817209,-73.888326
44828953,26/03/2008,2,41,FELONY ASSAULT,1015160,237028,40.817209,-73.888326
35932085,23/11/2007,2,41,GRAND LARCENY OF MOTOR VEHICLE,1015160,237028,40.817209,-73.888326
47521105,24/06/2008,2,41,ROBBERY,1015160,237028,40.817209,-73.888326
28932271,09/05/2007,2,41,ROBBERY,1015160,237028,40.817209,-73.888326
34889570,06/10/2007,2,41,ROBBERY,1015160,237028,40.817209,-73.888326
28462914,15/04/2007,2,41,ROBBERY,1015229,237601,40.818782,-73.888076
50207106,16/08/2008,2,41,GRAND LARCENY OF MOTOR VEHICLE,1015229,237601,40.818782,-73.888076
45849761,20/04/2008,2,41,ROBBERY,1015229,237601,40.818782,-73.888076
34881754,03/10/2007,2,41,ROBBERY,1015229,237601,40.818782,-73.888076
27118386,25/02/2007,2,41,ROBBERY,1015229,237601,40.818782,-73.888076
33230270,22/07/2007,2,41,FELONY ASSAULT,1015229,237601,40.818782,-73.888076
53896089,08/11/2008,2,41,FELONY ASSAULT,1015244,237262,40.817852,-73.888023
46345261,10/05/2008,2,41,BURGLARY,1015244,237262,40.817852,-73.888023
35794817,16/11/2007,2,41,BURGLARY,1015244,237262,40.817852,-73.888023
35749508,15/11/2007,2,41,ROBBERY,1015244,237262,40.817852,-73.888023
28209146,31/03/2007,2,41,FELONY ASSAULT,1015244,237262,40.817852,-73.888023
35194932,20/10/2007,2,41,FELONY ASSAULT,1015229,237601,40.818782,-73.888076
35194951,20/10/2007,2,41,ROBBERY,1014999,237381,40.81818,-73.888908
33777696,15/08/2007,2,41,ROBBERY,1015104,237577,40.81871572,-73.88852799
26422266,17/01/2007,2,41,BURGLARY,1014999,237381,40.81818,-73.888908
39035172,09/02/2008,2,41,ROBBERY,1014852,237687,40.819019,-73.889436
37432511,02/01/2008,2,41,FELONY ASSAULT,1014852,237687,40.819019,-73.889436
29196322,22/05/2007,2,41,GRAND LARCENY OF MOTOR VEHICLE,1014852,237687,40.819019,-73.889436
47430745,17/06/2008,2,41,BURGLARY,1014852,237687,40.819019,-73.889436
41567235,04/03/2008,2,41,ROBBERY,1014852,237687,40.819019,-73.889436
54084110,15/11/2008,2,41,FELONY ASSAULT,1014852,237687,40.819019,-73.889436
45877598,22/04/2008,2,41,ROBBERY,1014852,237687,40.819019,-73.889436
26246209,08/01/2007,2,41,BURGLARY,1014852,237687,40.819019,-73.889436
33965810,23/08/2007,2,41,FELONY ASSAULT,1014852,237687,40.819019,-73.889436
32113470,09/06/2007,2,41,FELONY ASSAULT,1014852,237687,40.819019,-73.889436
52517104,25/10/2008,2,41,ROBBERY,1014776,237838,40.81943323,-73.88971183
50234225,17/08/2008,2,41,ROBBERY,1014776,237838,40.81943323,-73.88971183
50503062,23/08/2008,2,41,ROBBERY,1014776,237838,40.81943323,-73.88971183
47869779,29/06/2008,2,41,ROBBERY,1014776,237838,40.81943323,-73.88971183
32708756,23/06/2007,2,41,ROBBERY,1014776,237838,40.81943323,-73.88971183
50503052,21/08/2008,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
54519073,29/11/2008,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
49996491,08/08/2008,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
50503044,28/05/2008,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
52517086,24/10/2008,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
34722664,27/09/2007,2,41,ROBBERY,1015055,237811,40.819359,-73.888702
33230203,18/07/2007,2,41,ROBBERY,1014891,237941,40.819718,-73.889295
33359611,24/07/2007,2,41,GRAND LARCENY OF MOTOR VEHICLE,1014776,237838,40.81943323,-73.88971183
26553180,26/01/2007,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
36224619,30/11/2007,2,41,BURGLARY,1015055,237811,40.819359,-73.888702
47161633,10/06/2008,2,41,FELONY ASSAULT,1015288,237927,40.819677,-73.887858
54586164,01/12/2008,2,41,ROBBERY,1015288,237927,40.819677,-73.887858
48524336,22/07/2008,2,41,BURGLARY,1015288,237927,40.819677,-73.887858
38293817,23/01/2008,2,41,ROBBERY,1015288,237927,40.819677,-73.887858
55001068,13/12/2008,2,41,GRAND LARCENY OF MOTOR VEHICLE,1015533,238047,40.820006,-73.886973
45634809,04/04/2008,2,41,BURGLARY,1015533,238047,40.820006,-73.886973
54519066,28/11/2008,2,41,GRAND LARCENY OF MOTOR VEHICLE,1015533,238047,40.820006,-73.886973
46907005,02/06/2008,2,41,FELONY ASSAULT,1015533,238047,40.820006,-73.886973
45003537,29/03/2008,2,41,ROBBERY,1015533,238047,40.820006,-73.886973
35430127,31/10/2007,2,41,ROBBERY,1015610,237678,40.81899115,-73.8866994
32113453,04/06/2007,2,41,BURGLARY,1015533,238047,40.820006,-73.886973
33438453,27/07/2007,2,41,ROBBERY,1015533,238047,40.820006,-73.886973
34163798,01/09/2007,2,41,BURGLARY,1015533,238047,40.820006,-73.886973
26730825,04/02/2007,2,41,ROBBERY,1015737,237703,40.819059,-73.886239
27337125,08/03/2007,2,41,BURGLARY,1015482,237651,40.81892,-73.887162
35865924,21/11/2007,2,41,FELONY ASSAULT,1015482,237651,40.81892,-73.887162
32259050,13/06/2007,2,41,BURGLARY,1015482,237651,40.81892,-73.887162
33995672,25/08/2007,2,41,ROBBERY,1015610,237678,40.81899115,-73.8866994
37099510,18/12/2007,2,41,FELONY ASSAULT,1015533,238047,40.820006,-73.886973
35632100,29/10/2007,2,41,FELONY ASSAULT,1015533,238047,40.820006,-73.886973
27206049,28/02/2007,2,41,BURGLARY,1015533,238047,40.820006,-73.886973
32306391,17/06/2007,3,47,FELONY ASSAULT,1025944,268424,40.903339,-73.849171
47366407,16/06/2008,3,47,ROBBERY,1025944,268424,40.903339,-73.849171
46253250,05/05/2008,3,47,FELONY ASSAULT,1026291,268642,40.90393349,-73.84791584
52297309,17/10/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026291,268642,40.90393349,-73.84791584
37570131,08/01/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026022,268669,40.904011,-73.848887
35984262,16/11/2007,3,47,FELONY ASSAULT,1026022,268669,40.904011,-73.848887
47069416,06/06/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026022,268669,40.904011,-73.848887
48010611,03/07/2008,3,47,FELONY ASSAULT,1025754,268697,40.90408699,-73.84985811
32825328,29/06/2007,3,47,ROBBERY,1025754,268697,40.90408699,-73.84985811
52707218,31/10/2008,3,47,FELONY ASSAULT,1025754,268697,40.90408699,-73.84985811
33845230,16/08/2007,3,47,BURGLARY,1026562,268787,40.904331,-73.846933
35685357,12/11/2007,3,47,FELONY ASSAULT,1025792,268868,40.904557,-73.849717
26406516,19/01/2007,3,47,FELONY ASSAULT,1025792,268868,40.904557,-73.849717
34136304,01/09/2007,3,47,FELONY ASSAULT,1025792,268868,40.904557,-73.849717
27213735,04/03/2007,3,47,FELONY ASSAULT,1025792,268868,40.904557,-73.849717
51849745,01/10/2008,3,47,BURGLARY,1025792,268868,40.904557,-73.849717
46610283,14/05/2008,3,47,ROBBERY,1026545,268616,40.903862,-73.846994
55200046,24/12/2008,3,47,ROBBERY,1025792,268868,40.904557,-73.849717
49547411,29/07/2008,3,47,BURGLARY,1026536,268370,40.903187,-73.847028
51849742,29/09/2008,3,47,BURGLARY,1026536,268370,40.903187,-73.847028
44919698,28/03/2008,3,47,ROBBERY,1025831,269040,40.90502805,-73.84957743
36171822,05/12/2007,3,47,ROBBERY,1025831,269040,40.90502805,-73.84957743
36152484,03/12/2007,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026402,269112,40.90522296,-73.84751134
48550095,19/07/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026402,269112,40.90522296,-73.84751134
26895866,13/02/2007,3,47,FELONY ASSAULT,1025856,269168,40.905381,-73.849484
48400959,17/07/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1025856,269168,40.905381,-73.849484
29046227,14/05/2007,3,47,FELONY ASSAULT,1025856,269168,40.905381,-73.849484
54586415,01/12/2008,3,47,FELONY ASSAULT,1026142,269204,40.905479,-73.848451
52613802,28/10/2008,3,47,ROBBERY,1026142,269204,40.905479,-73.848451
48010605,01/07/2008,3,47,FELONY ASSAULT,1026142,269204,40.905479,-73.848451
27591953,22/03/2007,3,47,FELONY ASSAULT,1026142,269204,40.905479,-73.848451
38269760,21/01/2008,3,47,FELONY ASSAULT,1026444,269231,40.905551,-73.847358
54678141,04/12/2008,3,47,GRAND LARCENY OF MOTOR VEHICLE,1026142,269204,40.905479,-73.848451
49218582,23/07/2008,3,47,ROBBERY,1025856,269168,40.905381,-73.849484
45905833,21/04/2008,3,47,BURGLARY,1026359,268990,40.904889,-73.847664
48501372,17/07/2008,3,47,BURGLARY,1026074,268953,40.904791,-73.848697
48501380,15/07/2008,3,47,BURGLARY,1026074,268953,40.904791,-73.848697
46659446,21/05/2008,3,47,BURGLARY,1026074,268953,40.904791,-73.848697
51849737,29/09/2008,3,47,BURGLARY,1026520,269071,40.905112,-73.847083
46164877,03/05/2008,3,47,BURGLARY,1026696,269195,40.90545,-73.846444
45748377,16/04/2008,3,47,BURGLARY,1026761,268995,40.904903,-73.846212
34528174,20/09/2007,7,43,FELONY ASSAULT,1020729,244028,40.836403,-73.868168
27306234,08/03/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020599,244136,40.8367,-73.868637
55239576,27/12/2008,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
35885760,21/11/2007,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
54642455,02/12/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020450,244900,40.838797,-73.869173
46808102,25/05/2008,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
26406494,19/01/2007,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
28449621,13/04/2007,7,43,ROBBERY,1020460,244608,40.83799345,-73.86913945
51684282,23/09/2008,7,43,BURGLARY,1020467,244370,40.837342,-73.869114
46124708,02/05/2008,7,43,ROBBERY,1020467,244370,40.837342,-73.869114
26768500,07/02/2007,7,43,BURGLARY,1020467,244370,40.837342,-73.869114
52415725,10/10/2008,7,43,BURGLARY,1020467,244370,40.837342,-73.869114
26227612,08/01/2007,7,43,FELONY ASSAULT,1020467,244370,40.837342,-73.869114
38839011,31/01/2008,7,43,BURGLARY,1020585,244612,40.838004,-73.868687
45189348,01/04/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020717,244378,40.837362,-73.86821
37897605,16/01/2008,7,43,BURGLARY,1020717,244378,40.837362,-73.86821
50773926,02/09/2008,7,43,ROBBERY,1020837,244619,40.838023,-73.867776
49244571,24/07/2008,7,43,FELONY ASSAULT,1020958,244807,40.838538,-73.867336
45222679,03/04/2008,7,43,BURGLARY,1020958,244807,40.838538,-73.867336
32113507,09/06/2007,7,43,BURGLARY,1020958,244807,40.838538,-73.867336
35632247,11/11/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020958,244807,40.838538,-73.867336
38779360,30/01/2008,7,43,ROBBERY,1020958,244807,40.838538,-73.867336
32306263,12/06/2007,7,43,FELONY ASSAULT,1020958,244807,40.838538,-73.867336
37644425,09/01/2008,7,43,ROBBERY,1020964,244623,40.83803254,-73.86731795
36337642,11/12/2007,7,43,BURGLARY,1020971,244526,40.837768,-73.86729
33069067,12/07/2007,7,43,BURGLARY,1020971,244526,40.837768,-73.86729
27138697,27/02/2007,7,43,ROBBERY,1020971,244526,40.837768,-73.86729
34116713,01/09/2007,7,43,BURGLARY,1020971,244526,40.837768,-73.86729
29084875,12/05/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020971,244526,40.837768,-73.86729
47409752,21/06/2008,7,43,ROBBERY,1020979,244430,40.83750275,-73.8672648
33796666,15/08/2007,7,43,ROBBERY,1020979,244430,40.83750275,-73.8672648
33717248,12/08/2007,7,43,FELONY ASSAULT,1020979,244430,40.83750275,-73.8672648
35409986,30/10/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020999,244291,40.837122,-73.867193
50773910,02/09/2008,7,43,BURGLARY,1020999,244291,40.837122,-73.867193
48016912,06/07/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020999,244291,40.837122,-73.867193
34505293,17/09/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020971,244526,40.837768,-73.86729
26406492,20/01/2007,7,43,ROBBERY,1020999,244291,40.837122,-73.867193
34778332,27/09/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020837,244619,40.838023,-73.867776
36051725,27/11/2007,7,43,FELONY ASSAULT,1020958,244807,40.838538,-73.867336
35038051,13/10/2007,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
29178231,21/05/2007,7,43,BURGLARY,1020450,244900,40.838797,-73.869173
38995561,07/02/2008,7,43,BURGLARY,1019985,244592,40.837952,-73.870853
38972289,07/02/2008,7,43,ROBBERY,1020202,244832,40.838609,-73.870068
45379309,09/04/2008,7,43,ROBBERY,1020202,244832,40.838609,-73.870068
50438596,16/08/2008,7,43,ROBBERY,1020202,244832,40.838609,-73.870068
49918360,07/08/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020218,244362,40.837319,-73.870014
26895694,10/02/2007,7,43,BURGLARY,1020226,244059,40.836488,-73.869987
34587658,23/09/2007,7,43,ROBBERY,1020202,244832,40.838609,-73.870068
35178901,19/10/2007,7,43,BURGLARY,1020202,244832,40.838609,-73.870068
26115626,02/01/2007,7,43,BURGLARY,1020218,244362,40.837319,-73.870014
33845143,18/08/2007,7,43,BURGLARY,1019985,244592,40.837952,-73.870853
29234078,25/05/2007,7,43,BURGLARY,1019985,244592,40.837952,-73.870853
48464216,19/07/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020699,244976,40.839005,-73.868272
54186142,17/11/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020699,244976,40.839005,-73.868272
50620468,25/08/2008,7,43,FELONY ASSAULT,1020699,244976,40.839005,-73.868272
49244674,23/07/2008,7,43,BURGLARY,1020699,244976,40.839005,-73.868272
28307678,28/03/2007,7,43,BURGLARY,1020699,244976,40.839005,-73.868272
27449517,15/03/2007,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020699,244976,40.839005,-73.868272
44642237,15/03/2008,7,43,GRAND LARCENY OF MOTOR VEHICLE,1020699,244976,40.839005,-73.868272
35598486,08/11/2007,7,43,BURGLARY,1020699,244976,40.839005,-73.868272
26374084,17/01/2007,7,43,BURGLARY,1020699,244976,40.839005,-73.868272
52523431,11/10/2008,8,43,BURGLARY,1016780,238753,40.821938,-73.882466
28254948,27/03/2007,8,43,BURGLARY,1016780,238753,40.821938,-73.882466
26469012,20/01/2007,8,43,BURGLARY,1016780,238753,40.821938,-73.882466
51822724,30/09/2008,8,43,GRAND LARCENY OF MOTOR VEHICLE,1016780,238753,40.821938,-73.882466
52415790,17/10/2008,8,43,FELONY ASSAULT,1016836,238430,40.82105074,-73.88226634
34273014,07/09/2007,8,43,BURGLARY,1017124,239156,40.823044,-73.881219
36273653,10/12/2007,8,43,FELONY ASSAULT,1017242,238499,40.821241,-73.880799
48225111,09/07/2008,8,43,ROBBERY,1017372,238522,40.82130126,-73.88032931
36004891,15/11/2007,8,43,GRAND LARCENY OF MOTOR VEHICLE,1017372,238522,40.82130126,-73.88032931
54306019,19/11/2008,8,43,FELONY ASSAULT,1017568,238897,40.822332,-73.879619
49244631,25/07/2008,8,43,GRAND LARCENY OF MOTOR VEHICLE,1017568,238897,40.822332,-73.879619
48549985,28/06/2008,8,43,BURGLARY,1017568,238897,40.822332,-73.879619
27066821,23/02/2007,8,43,ROBBERY,1017568,238897,40.822332,-73.879619
51243660,09/09/2008,8,43,FELONY ASSAULT,1017568,238897,40.822332,-73.879619
29262794,22/05/2007,8,43,FELONY ASSAULT,1017568,238897,40.822332,-73.879619
35794882,13/11/2007,8,43,GRAND LARCENY OF MOTOR VEHICLE,1017568,238897,40.822332,-73.879619
29392208,02/06/2007,8,43,GRAND LARCENY OF MOTOR VEHICLE,1017568,238897,40.822332,-73.879619
50074957,12/08/2008,8,43,BURGLARY,1017628,238570,40.82143205,-73.87940414
47161711,08/06/2008,8,43,GRAND LARCENY OF MOTOR VEHICLE,1017628,238570,40.82143205,-73.87940414
32065823,06/06/2007,8,43,FELONY ASSAULT,1017628,238570,40.82143205,-73.87940414
47922648,30/06/2008,9,47,FELONY ASSAULT,1029324,257121,40.872298,-73.837018
26142601,06/01/2007,9,47,ROBBERY,1028511,257162,40.8724137,-73.83996084
35162405,18/10/2007,9,47,GRAND LARCENY OF MOTOR VEHICLE,1028743,257260,40.87268151,-73.83912133
48010627,04/07/2008,9,47,ROBBERY,1028511,257162,40.8724137,-73.83996084
27192057,23/02/2007,9,47,BURGLARY,1029555,257219,40.872566,-73.836185
46429585,12/05/2008,9,47,BURGLARY,1028627,257211,40.872548,-73.83954
49572083,14/07/2008,9,47,BURGLARY,1029324,257121,40.872298,-73.837018
54441241,24/11/2008,9,47,BURGLARY,1029095,257023,40.87203,-73.837847
26299307,12/01/2007,9,47,ROBBERY,1028972,257359,40.87295208,-73.83829264
33215600,21/07/2007,9,47,ROBBERY,1029431,257556,40.87349044,-73.83663165
48374641,10/07/2008,9,47,FELONY ASSAULT,1028972,257359,40.87295208,-73.83829264
46521585,17/05/2008,9,47,ROBBERY,1029202,257458,40.87322263,-73.83746034
51921283,03/10/2008,11,48,ROBBERY,1016358,251932,40.858112,-73.883928
33052184,10/07/2007,11,48,FELONY ASSAULT,1016106,251749,40.85761,-73.884837
32694162,22/06/2007,11,48,BURGLARY,1016106,251749,40.85761,-73.884837
28715101,28/04/2007,11,48,BURGLARY,1016106,251749,40.85761,-73.884837
37391334,24/12/2007,11,48,BURGLARY,1016106,251749,40.85761,-73.884837
45003944,13/03/2008,11,48,BURGLARY,1016106,251749,40.85761,-73.884837
39527941,01/03/2008,11,48,BURGLARY,1016106,251749,40.85761,-73.884837
54084461,14/11/2008,11,48,FELONY ASSAULT,1016833,251767,40.857659,-73.882209
28547471,18/04/2007,11,48,GRAND LARCENY OF MOTOR VEHICLE,1016718,251817,40.85779457,-73.88262787
26279715,09/01/2007,11,48,ROBBERY,1016718,251817,40.85779457,-73.88262787
36357616,14/12/2007,11,48,ROBBERY,1016474,251903,40.8580315,-73.88350951
35178957,18/10/2007,11,48,GRAND LARCENY OF MOTOR VEHICLE,1016784,251924,40.85809,-73.882387
50646007,29/08/2008,11,48,BURGLARY,1016358,251932,40.858112,-73.883928
52126695,11/10/2008,11,48,FELONY ASSAULT,1016243,251961,40.85819154,-73.88434431
49814222,02/08/2008,11,48,ROBBERY,1016243,251961,40.85819154,-73.88434431
28579335,20/04/2007,11,48,BURGLARY,1016133,252002,40.858305,-73.884741
37324943,26/12/2007,11,48,BURGLARY,1016133,252002,40.858305,-73.884741
51445094,15/09/2008,11,48,BURGLARY,1016133,252002,40.858305,-73.884741
50022645,11/08/2008,11,48,BURGLARY,1016133,252002,40.858305,-73.884741
39442933,26/02/2008,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
33711699,11/08/2007,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
28996581,12/05/2007,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
34043184,16/06/2007,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
33678697,09/08/2007,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
37644611,10/01/2008,11,48,BURGLARY,1016543,251549,40.857061,-73.88326
35022359,12/10/2007,11,48,GRAND LARCENY OF MOTOR VEHICLE,1016316,251659,40.857363,-73.884079
32167328,08/06/2007,11,48,FELONY ASSAULT,1016316,251659,40.857363,-73.884079
32825381,29/06/2007,11,48,BURGLARY,1016316,251659,40.857363,-73.884079
34849835,04/10/2007,11,48,ROBBERY,1016316,251659,40.857363,-73.884079
37180059,20/12/2007,11,48,ROBBERY,1016316,251659,40.857363,-73.884079
35984347,25/11/2007,11,48,GRAND LARCENY OF MOTOR VEHICLE,1016316,251659,40.857363,-73.884079
33484939,27/07/2007,11,48,BURGLARY,1016316,251659,40.857363,-73.884079
29234214,25/05/2007,11,48,ROBBERY,1016950,251719,40.85752473,-73.88178966
32218155,12/06/2007,11,48,ROBBERY,1016950,251719,40.85752473,-73.88178966
49814221,01/08/2008,11,48,BURGLARY,1016316,251659,40.857363,-73.884079
50774125,01/09/2008,11,48,BURGLARY,1016316,251659,40.857363,-73.884079
28463176,12/04/2007,12,50,BURGLARY,1008741,265124,40.894346,-73.911414
44899299,28/03/2008,12,50,BURGLARY,1009550,264983,40.893956,-73.908489
32708688,21/06/2007,13,40,GRAND LARCENY OF MOTOR VEHICLE,1008070,232107,40.803725,-73.913958
27337089,09/03/2007,13,40,FELONY ASSAULT,1007598,232198,40.803977,-73.915664
33678333,06/08/2007,13,40,FELONY ASSAULT,1008035,232384,40.804487,-73.914084
26081485,01/01/2007,13,40,GRAND LARCENY OF MOTOR VEHICLE,1008035,232384,40.804487,-73.914084
29159696,21/05/2007,13,40,ROBBERY,1008035,232384,40.804487,-73.914084
35632008,08/11/2007,13,40,FELONY ASSAULT,1008153,232643,40.805196,-73.913657
34722649,29/09/2007,13,40,FELONY ASSAULT,1008153,232643,40.805196,-73.913657
29392031,01/06/2007,13,40,FELONY ASSAULT,1008153,232643,40.805196,-73.913657
36224505,07/12/2007,13,40,ROBBERY,1007914,232775,40.80555776,-73.91452156
36082656,01/12/2007,13,40,GRAND LARCENY OF MOTOR VEHICLE,1008357,232409,40.804554,-73.912921
34272971,07/09/2007,13,40,FELONY ASSAULT,1008153,232643,40.805196,-73.913657
47835806,29/06/2008,13,40,ROBBERY,1008153,232643,40.805196,-73.913657
46226775,04/05/2008,13,40,GRAND LARCENY OF MOTOR VEHICLE,1007539,232094,40.8036896,-73.91587848
55140534,22/12/2008,13,40,ROBBERY,1007598,232198,40.803977,-73.915664
47521028,24/06/2008,13,40,ROBBERY,1007598,232198,40.803977,-73.915664
37303966,24/12/2007,13,40,BURGLARY,1007598,232198,40.803977,-73.915664
52274994,14/10/2008,13,40,GRAND LARCENY OF MOTOR VEHICLE,1007798,232227,40.804055,-73.91494
39069646,10/02/2008,13,40,GRAND LARCENY OF MOTOR VEHICLE,1007783,232525,40.80487193,-73.91499563
47212089,11/06/2008,13,40,ROBBERY,1007783,232525,40.80487193,-73.91499563
52586620,27/10/2008,13,40,FELONY ASSAULT,1007783,232525,40.80487193,-73.91499563
47796604,27/06/2008,13,40,ROBBERY,1007783,232525,40.80487193,-73.91499563
37281850,24/12/2007,13,40,BURGLARY,1007850,232648,40.805211,-73.91475
36111836,02/12/2007,13,40,FELONY ASSAULT,1007850,232648,40.805211,-73.91475
44424180,10/03/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
50564672,25/08/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
50463056,21/08/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
41616334,05/03/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
38085401,19/01/2008,13,40,GRAND LARCENY OF MOTOR VEHICLE,1007372,232751,40.805495,-73.916477
51605943,22/09/2008,13,40,ROBBERY,1007372,232751,40.805495,-73.916477
52083419,09/10/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
52523371,25/10/2008,13,40,ROBBERY,1007372,232751,40.805495,-73.916477
48463930,19/07/2008,13,40,GRAND LARCENY OF MOTOR VEHICLE,1007372,232751,40.805495,-73.916477
44392947,05/03/2008,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
37179900,16/12/2007,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
29392044,02/06/2007,13,40,ROBBERY,1007372,232751,40.805495,-73.916477
32775268,31/05/2007,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
29392045,02/06/2007,13,40,FELONY ASSAULT,1007372,232751,40.805495,-73.916477
