CMPLNT_NUM,CMPLNT_DATE_ISO,UBERHEX_FID,PRECINCT_ID,OFNS_DESC,X_COORD_CD,Y_COORD_CD,LATITUDE,LONGITUDE
35615012,09/11/2007,325,43,FELONY ASSAULT,1017689,241175,40.82858179,-73.87917076
54556394,25/11/2008,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
45930844,23/04/2008,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
37765804,15/01/2008,325,43,FELONY ASSAULT,1017689,241175,40.82858179,-73.87917076
55219189,26/12/2008,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
34273005,08/09/2007,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
29234076,22/05/2007,325,43,FELONY ASSAULT,1017429,241149,40.82851141,-73.88011038
33711513,10/08/2007,325,43,FELONY ASSAULT,1017689,241175,40.82858179,-73.87917076
33484750,29/07/2007,325,43,FELONY ASSAULT,1017689,241175,40.82858179,-73.87917076
34671545,26/09/2007,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
35195085,21/10/2007,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
28490105,16/04/2007,325,43,ROBBERY,1017558,241162,40.828547,-73.879641
29449404,04/06/2007,325,43,FELONY ASSAULT,1017689,241175,40.82858179,-73.87917076
37341916,28/12/2007,325,43,ROBBERY,1017689,241175,40.82858179,-73.87917076
46698785,24/05/2008,325,43,FELONY ASSAULT,1017605,241640,40.829861,-73.87947
34631446,25/09/2007,325,43,ROBBERY,1017605,241640,40.829861,-73.87947
34802455,02/10/2007,325,43,ROBBERY,1017605,241640,40.829861,-73.87947
35370652,26/10/2007,325,43,ROBBERY,1017605,241640,40.829861,-73.87947
35940852,25/11/2007,325,43,FELONY ASSAULT,1017605,241640,40.829861,-73.87947
28334023,07/04/2007,325,43,FELONY ASSAULT,1017605,241640,40.829861,-73.87947
46659215,22/05/2008,325,43,FELONY ASSAULT,1017862,241678,40.829963,-73.87854
52415723,13/10/2008,325,43,ROBBERY,1017862,241678,40.829963,-73.87854
45270184,06/04/2008,325,43,BURGLARY,1017862,241678,40.829963,-73.87854
47841191,29/06/2008,325,43,FELONY ASSAULT,1017862,241678,40.829963,-73.87854
29102944,17/05/2007,325,43,FELONY ASSAULT,1017862,241678,40.829963,-73.87854
33084348,12/07/2007,325,43,BURGLARY,1017862,241678,40.829963,-73.87854
33403018,25/07/2007,325,43,BURGLARY,1017862,241678,40.829963,-73.87854
45613636,11/04/2008,325,43,ROBBERY,1017862,241678,40.829963,-73.87854
47835956,26/06/2008,325,43,ROBBERY,1017862,241678,40.829963,-73.87854
37595352,08/01/2008,325,43,ROBBERY,1017862,241678,40.829963,-73.87854
34581095,22/09/2007,325,43,ROBBERY,1017862,241678,40.829963,-73.87854
38846005,03/02/2008,325,43,BURGLARY,1017862,241678,40.829963,-73.87854
45722736,15/04/2008,325,43,ROBBERY,1018120,241716,40.830066,-73.87761
49966649,09/08/2008,325,43,ROBBERY,1018120,241716,40.830066,-73.87761
50463186,19/08/2008,325,43,BURGLARY,1018120,241716,40.830066,-73.87761
37513321,04/01/2008,325,43,BURGLARY,1018120,241716,40.830066,-73.87761
37569882,07/01/2008,325,43,BURGLARY,1018120,241716,40.830066,-73.87761
48464167,18/07/2008,325,43,BURGLARY,1018120,241716,40.830066,-73.87761
47268451,13/06/2008,325,43,BURGLARY,1018120,241716,40.830066,-73.87761
34361275,12/09/2007,325,43,ROBBERY,1018120,241716,40.830066,-73.87761
52132963,10/10/2008,325,43,BURGLARY,1017818,241189,40.828621,-73.878703
47521124,21/06/2008,325,43,ROBBERY,1017818,241189,40.828621,-73.878703
51898120,04/10/2008,325,43,BURGLARY,1017818,241189,40.828621,-73.878703
51822703,29/09/2008,325,43,BURGLARY,1017818,241189,40.828621,-73.878703
53796215,04/11/2008,325,43,BURGLARY,1017818,241189,40.828621,-73.878703
28776612,30/04/2007,325,43,ROBBERY,1017818,241189,40.828621,-73.878703
34042406,24/08/2007,325,43,GRAND LARCENY OF MOTOR VEHICLE,1017818,241189,40.828621,-73.878703
28333999,05/04/2007,325,43,BURGLARY,1017818,241189,40.828621,-73.878703
37683131,13/01/2008,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
47521150,24/06/2008,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
51342711,07/09/2008,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
44919531,28/03/2008,325,43,FELONY ASSAULT,1017948,241204,40.82866041,-73.87823474
51684285,20/09/2008,325,43,FELONY ASSAULT,1017948,241204,40.82866041,-73.87823474
47268490,15/06/2008,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
37135442,18/12/2007,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
33418306,26/07/2007,325,43,ROBBERY,1017948,241204,40.82866041,-73.87823474
45813371,18/04/2008,325,43,ROBBERY,1018077,241219,40.828701,-73.877767
51898105,02/10/2008,325,43,FELONY ASSAULT,1018077,241219,40.828701,-73.877767
46164695,02/05/2008,325,43,BURGLARY,1018077,241219,40.828701,-73.877767
54678095,05/12/2008,325,43,ROBBERY,1018077,241219,40.828701,-73.877767
28290655,03/04/2007,325,43,BURGLARY,1018077,241219,40.828701,-73.877767
35162220,18/10/2007,325,43,FELONY ASSAULT,1018077,241219,40.828701,-73.877767
27449515,16/03/2007,325,43,FELONY ASSAULT,1018077,241219,40.828701,-73.877767
32571822,21/06/2007,325,43,FELONY ASSAULT,1018077,241219,40.828701,-73.877767
35140233,16/10/2007,325,43,BURGLARY,1018077,241219,40.828701,-73.877767
32113510,10/06/2007,325,43,ROBBERY,1018077,241219,40.828701,-73.877767
35228612,21/10/2007,325,43,ROBBERY,1018077,241219,40.828701,-73.877767
51473807,15/09/2008,326,43,FELONY ASSAULT,1019340,243274,40.834339,-73.873191
29262787,26/05/2007,326,43,GRAND LARCENY OF MOTOR VEHICLE,1019463,243298,40.83440192,-73.87274942
45954220,24/04/2008,326,43,ROBBERY,1019590,243320,40.834463,-73.872288
45696925,12/04/2008,326,43,FELONY ASSAULT,1019590,243320,40.834463,-73.872288
36377729,16/12/2007,326,43,ROBBERY,1019590,243320,40.834463,-73.872288
45877654,21/04/2008,326,43,FELONY ASSAULT,1019590,243320,40.834463,-73.872288
44802416,25/03/2008,326,43,FELONY ASSAULT,1019590,243320,40.834463,-73.872288
52132975,07/10/2008,326,43,BURGLARY,1019590,243320,40.834463,-73.872288
34985085,10/10/2007,326,43,FELONY ASSAULT,1019590,243320,40.834463,-73.872288
49918327,06/08/2008,326,43,FELONY ASSAULT,1019676,243586,40.835192,-73.871975
52523484,25/10/2008,326,43,FELONY ASSAULT,1019676,243586,40.835192,-73.871975
49918326,06/08/2008,326,43,FELONY ASSAULT,1019676,243586,40.835192,-73.871975
37814665,17/01/2008,326,43,ROBBERY,1019676,243586,40.835192,-73.871975
35310366,24/10/2007,326,43,BURGLARY,1019791,242934,40.833403,-73.871566
33947321,22/08/2007,326,43,ROBBERY,1019791,242934,40.833403,-73.871566
26246305,10/01/2007,326,43,GRAND LARCENY OF MOTOR VEHICLE,1019791,242934,40.833403,-73.871566
26814764,10/02/2007,326,43,ROBBERY,1019791,242934,40.833403,-73.871566
51522272,01/09/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1019938,243590,40.835203,-73.871028
52523495,25/10/2008,326,43,FELONY ASSAULT,1019938,243590,40.835203,-73.871028
48288404,11/07/2008,326,43,FELONY ASSAULT,1019938,243590,40.835203,-73.871028
45222680,03/04/2008,326,43,ROBBERY,1019938,243590,40.835203,-73.871028
46345343,11/05/2008,326,43,FELONY ASSAULT,1019938,243590,40.835203,-73.871028
54279274,20/11/2008,326,43,ROBBERY,1019938,243590,40.835203,-73.871028
47773932,20/06/2008,326,43,FELONY ASSAULT,1019975,243387,40.83464414,-73.87089871
46783599,26/05/2008,326,43,FELONY ASSAULT,1019975,243387,40.83464414,-73.87089871
38085460,20/01/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020048,242979,40.833525,-73.870637
52713721,20/10/2008,326,43,BURGLARY,1020048,242979,40.833525,-73.870637
55327093,24/12/2008,326,43,BURGLARY,1020048,242979,40.833525,-73.870637
47436788,21/06/2008,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
46124709,02/05/2008,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
38923709,05/02/2008,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
46907030,01/06/2008,326,43,BURGLARY,1020048,242979,40.833525,-73.870637
54614667,29/11/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020107,243410,40.834707,-73.87042
38467262,27/01/2008,326,43,BURGLARY,1020107,243410,40.834707,-73.87042
35685054,11/11/2007,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020048,242979,40.833525,-73.870637
33572139,04/08/2007,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
37179935,20/12/2007,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
34381792,12/09/2007,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
37179936,20/12/2007,326,43,FELONY ASSAULT,1020048,242979,40.833525,-73.870637
52083506,02/10/2008,326,43,FELONY ASSAULT,1020232,243554,40.835103,-73.869969
38293847,23/01/2008,326,43,FELONY ASSAULT,1020232,243554,40.835103,-73.869969
38467114,23/01/2008,326,43,FELONY ASSAULT,1020232,243554,40.835103,-73.869969
55140627,21/12/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020232,243554,40.835103,-73.869969
52057226,07/10/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020496,243568,40.835141,-73.869012
52028532,02/10/2008,326,43,BURGLARY,1020371,243438,40.834783,-73.869466
32954370,06/07/2007,326,43,FELONY ASSAULT,1020496,243568,40.835141,-73.869012
28449636,13/04/2007,326,43,BURGLARY,1020496,243568,40.835141,-73.869012
32119771,07/05/2007,326,43,GRAND LARCENY OF MOTOR VEHICLE,1019417,243558,40.835118,-73.872911
29399031,03/06/2007,326,43,FELONY ASSAULT,1019417,243558,40.835118,-73.872911
36372313,16/12/2007,326,43,ROBBERY,1019635,243829,40.83585867,-73.87212505
51684201,11/09/2008,326,43,GRAND LARCENY OF MOTOR VEHICLE,1019635,243829,40.83585867,-73.87212505
48350307,11/07/2008,326,43,BURGLARY,1019676,243586,40.835192,-73.871975
54974220,15/12/2008,326,43,BURGLARY,1019938,243590,40.835203,-73.871028
51444853,16/09/2008,326,43,ROBBERY,1020225,243870,40.83596882,-73.86999268
49244632,26/07/2008,326,43,FELONY ASSAULT,1020225,243870,40.83596882,-73.86999268
46164729,03/05/2008,326,43,ROBBERY,1020225,243870,40.83596882,-73.86999268
34101737,30/08/2007,326,43,BURGLARY,1019676,243586,40.835192,-73.871975
33711517,10/08/2007,326,43,ROBBERY,1020225,243870,40.83596882,-73.86999268
35847190,19/11/2007,326,43,BURGLARY,1020232,243554,40.835103,-73.869969
27077613,24/02/2007,326,43,GRAND LARCENY OF MOTOR VEHICLE,1020124,243766,40.835685,-73.870357
45772529,18/04/2008,326,43,BURGLARY,1019340,243274,40.834339,-73.873191
53988299,11/11/2008,327,41,BURGLARY,1015791,232804,40.805613,-73.886068
37889714,11/01/2008,327,41,BURGLARY,1015860,232462,40.80467381,-73.88582074
45003544,29/03/2008,327,41,BURGLARY,1015593,233121,40.806486,-73.886779
51444751,16/09/2008,327,41,BURGLARY,1015987,232487,40.804743,-73.885361
54519061,27/11/2008,327,41,BURGLARY,1015849,233171,40.806622,-73.885856
29137909,17/05/2007,327,41,BURGLARY,1015860,232462,40.80467381,-73.88582074
28416893,12/04/2007,327,41,GRAND LARCENY OF MOTOR VEHICLE,1015593,233121,40.806486,-73.886779
32098159,20/05/2007,327,41,BURGLARY,1015860,232462,40.80467381,-73.88582074
28797061,27/04/2007,327,41,BURGLARY,1015593,233121,40.806486,-73.886779
34934248,06/10/2007,327,41,BURGLARY,1015849,233171,40.806622,-73.885856
34881755,03/10/2007,327,41,GRAND LARCENY OF MOTOR VEHICLE,1016368,232564,40.80495194,-73.8839853
36067227,30/11/2007,327,41,BURGLARY,1015593,233121,40.806486,-73.886779
26652365,23/01/2007,328,40,FELONY ASSAULT,1007567,237087,40.817396,-73.91576
33126663,15/07/2007,328,40,GRAND LARCENY OF MOTOR VEHICLE,1007586,237552,40.81867,-73.915687
28621766,21/04/2007,328,40,ROBBERY,1007586,237552,40.81867,-73.915687
35347709,27/10/2007,328,40,BURGLARY,1007586,237552,40.81867,-73.915687
46833440,28/05/2008,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
45189288,02/04/2008,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
39527525,23/02/2008,328,40,BURGLARY,1007167,236692,40.816312,-73.917204
52586603,24/10/2008,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
52083450,09/10/2008,328,40,BURGLARY,1007167,236692,40.816312,-73.917204
48524308,19/07/2008,328,40,BURGLARY,1007051,236735,40.816431,-73.917625
33844966,18/08/2007,328,40,FELONY ASSAULT,1007051,236735,40.816431,-73.917625
54478533,26/11/2008,328,40,BURGLARY,1007051,236735,40.816431,-73.917625
35430101,01/11/2007,328,40,ROBBERY,1007051,236735,40.816431,-73.917625
35465933,03/11/2007,328,40,FELONY ASSAULT,1007167,236692,40.816312,-73.917204
33230195,15/07/2007,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
26298952,12/01/2007,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
29325270,29/05/2007,328,40,FELONY ASSAULT,1007167,236692,40.816312,-73.917204
34757848,30/09/2007,328,40,ROBBERY,1007167,236692,40.816312,-73.917204
54736090,05/12/2008,328,40,ROBBERY,1007362,237628,40.81887935,-73.91649877
48524288,20/07/2008,328,40,FELONY ASSAULT,1007362,237628,40.81887935,-73.91649877
37922559,21/01/2008,328,40,ROBBERY,1006828,237680,40.819024,-73.918426
50869096,05/09/2008,328,40,BURGLARY,1006828,237680,40.819024,-73.918426
46610048,20/05/2008,328,40,FELONY ASSAULT,1007115,237714,40.819118,-73.91739
32845750,01/07/2007,328,40,BURGLARY,1007115,237714,40.819118,-73.91739
45263807,05/04/2008,328,40,GRAND LARCENY OF MOTOR VEHICLE,1006868,237802,40.81935821,-73.91828295
33182265,18/07/2007,328,40,ROBBERY,1006868,237802,40.81935821,-73.91828295
28397903,08/04/2007,328,40,ROBBERY,1007115,237714,40.819118,-73.91739
26946051,18/02/2007,328,40,ROBBERY,1006868,237802,40.81935821,-73.91828295
26337318,15/01/2007,328,40,FELONY ASSAULT,1007115,237714,40.819118,-73.91739
28462879,09/04/2007,328,40,FELONY ASSAULT,1006868,237802,40.81935821,-73.91828295
34587591,23/09/2007,328,40,FELONY ASSAULT,1006828,237680,40.819024,-73.918426
28379452,10/04/2007,328,40,GRAND LARCENY OF MOTOR VEHICLE,1006828,237680,40.819024,-73.918426
28209099,01/04/2007,328,40,FELONY ASSAULT,1006828,237680,40.819024,-73.918426
29306317,29/05/2007,328,40,FELONY ASSAULT,1007362,237628,40.81887935,-73.91649877
50869145,06/09/2008,328,40,GRAND LARCENY OF MOTOR VEHICLE,1006595,237624,40.818872,-73.919269
37545699,07/01/2008,328,40,ROBBERY,1006595,237624,40.818872,-73.919269
45189258,01/04/2008,328,40,ROBBERY,1006595,237624,40.818872,-73.919269
37281870,25/12/2007,328,40,ROBBERY,1006595,237624,40.818872,-73.919269
46704692,25/05/2008,328,40,ROBBERY,1007586,237552,40.81867,-73.915687
50509665,22/08/2008,328,40,FELONY ASSAULT,1007586,237552,40.81867,-73.915687
52190473,13/10/2008,328,40,FELONY ASSAULT,1007586,237552,40.81867,-73.915687
50509666,22/08/2008,328,40,FELONY ASSAULT,1007586,237552,40.81867,-73.915687
49960236,09/08/2008,328,40,FELONY ASSAULT,1007586,237552,40.81867,-73.915687
45500679,09/04/2008,328,40,BURGLARY,1007586,237552,40.81867,-73.915687
54974142,16/12/2008,328,40,BURGLARY,1007586,237552,40.81867,-73.915687
28817826,03/05/2007,328,40,BURGLARY,1007586,237552,40.81867,-73.915687
47796592,25/06/2008,328,40,ROBBERY,1007236,237260,40.817871,-73.916954
46226777,05/05/2008,328,40,ROBBERY,1007236,237260,40.817871,-73.916954
52415602,20/10/2008,328,40,GRAND LARCENY OF MOTOR VEHICLE,1007282,237391,40.81822906,-73.91678861
53988282,28/10/2008,328,40,ROBBERY,1007290,236782,40.81655751,-73.9167618
51349492,13/09/2008,328,40,ROBBERY,1007290,236782,40.81655751,-73.9167618
39442674,27/02/2008,328,40,GRAND LARCENY OF MOTOR VEHICLE,1007346,237075,40.817362,-73.916555
44592542,16/03/2008,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
38411546,23/01/2008,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
52586653,23/10/2008,328,40,FELONY ASSAULT,1007493,237317,40.818027,-73.916026
45930626,23/04/2008,328,40,FELONY ASSAULT,1007493,237317,40.818027,-73.916026
50688233,28/08/2008,328,40,BURGLARY,1007493,237317,40.818027,-73.916026
26877613,13/02/2007,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
33844953,21/07/2007,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
35598414,08/11/2007,328,40,FELONY ASSAULT,1007236,237260,40.817871,-73.916954
28996338,12/05/2007,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
34580925,21/09/2007,328,40,ROBBERY,1007396,236901,40.816884,-73.916377
34042274,26/08/2007,328,40,BURGLARY,1007236,237260,40.817871,-73.916954
28732325,28/04/2007,328,40,ROBBERY,1007322,237509,40.818554,-73.916643
28290559,04/04/2007,328,40,BURGLARY,1007290,236782,40.81655751,-73.9167618
34135811,31/08/2007,328,40,ROBBERY,1007290,236782,40.81655751,-73.9167618
27288037,07/03/2007,328,40,BURGLARY,1007236,237260,40.817871,-73.916954
35325819,26/10/2007,328,40,ROBBERY,1007282,237391,40.81822906,-73.91678861
29045100,14/05/2007,328,40,FELONY ASSAULT,1007322,237509,40.818554,-73.916643
47068963,07/06/2008,328,40,ROBBERY,1006561,236901,40.816888,-73.919392
54946348,15/12/2008,328,40,ROBBERY,1006604,237023,40.81722075,-73.91923935
46164514,04/05/2008,328,40,ROBBERY,1006648,237161,40.8176,-73.919079
45672324,10/04/2008,328,40,BURGLARY,1006648,237161,40.8176,-73.919079
29306316,29/05/2007,328,40,ROBBERY,1006648,237161,40.8176,-73.919079
29045146,14/05/2007,328,40,FELONY ASSAULT,1006648,237161,40.8176,-73.919079
35310237,22/10/2007,328,40,GRAND LARCENY OF MOTOR VEHICLE,1006648,237161,40.8176,-73.919079
45634732,12/04/2008,328,40,FELONY ASSAULT,1006693,237300,40.81798081,-73.91891689
28290538,05/04/2007,328,40,ROBBERY,1006693,237300,40.81798081,-73.91891689
28659860,25/04/2007,328,40,FELONY ASSAULT,1006693,237300,40.81798081,-73.91891689
52586612,26/10/2008,328,40,ROBBERY,1006740,237429,40.818335,-73.918744
45189255,01/04/2008,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
28209058,29/03/2007,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
32737079,25/06/2007,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
35269766,23/10/2007,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
32334058,17/06/2007,328,40,BURGLARY,1006740,237429,40.818335,-73.918744
35269765,23/10/2007,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
26142159,04/01/2007,328,40,GRAND LARCENY OF MOTOR VEHICLE,1006740,237429,40.818335,-73.918744
28209060,29/03/2007,328,40,FELONY ASSAULT,1006740,237429,40.818335,-73.918744
46456771,14/05/2008,328,40,FELONY ASSAULT,1007097,236856,40.81676112,-73.91745881
51349490,12/09/2008,328,40,BURGLARY,1006850,236939,40.816991,-73.91835
59937536,18/12/2008,328,40,BURGLARY,1006850,236939,40.816991,-73.91835
36294466,12/12/2007,328,40,FELONY ASSAULT,1006850,236939,40.816991,-73.91835
29325269,23/05/2007,328,40,BURGLARY,1006850,236939,40.816991,-73.91835
35931986,23/11/2007,328,40,BURGLARY,1006850,236939,40.816991,-73.91835
45634740,12/04/2008,328,40,FELONY ASSAULT,1007191,237130,40.81751293,-73.91711827
45672343,13/04/2008,328,40,FELONY ASSAULT,1006941,237214,40.817746,-73.918018
26298937,11/01/2007,328,40,BURGLARY,1006941,237214,40.817746,-73.918018
46807994,28/05/2008,328,40,BURGLARY,1006941,237214,40.817746,-73.918018
45672331,13/04/2008,328,40,FELONY ASSAULT,1006941,237214,40.817746,-73.918018
39069645,07/02/2008,328,40,BURGLARY,1006941,237214,40.817746,-73.918018
28216486,30/03/2007,328,40,FELONY ASSAULT,1007035,237474,40.81846,-73.91768
37159766,18/12/2007,328,40,ROBBERY,1007035,237474,40.81846,-73.91768
35536362,06/11/2007,328,40,ROBBERY,1007035,237474,40.81846,-73.91768
27234261,02/03/2007,328,40,BURGLARY,1007035,237474,40.81846,-73.91768
28659900,25/04/2007,328,40,ROBBERY,1007035,237474,40.81846,-73.91768
36377678,12/12/2007,328,40,ROBBERY,1007035,237474,40.81846,-73.91768
35965143,26/11/2007,328,40,ROBBERY,1006850,236939,40.816991,-73.91835
33432759,27/07/2007,328,40,ROBBERY,1007191,237130,40.81751293,-73.91711827
27591687,23/03/2007,328,40,FELONY ASSAULT,1007193,236819,40.816659,-73.917112
33230179,20/07/2007,328,40,ROBBERY,1007191,237130,40.81751293,-73.91711827
27436028,08/03/2007,328,40,ROBBERY,1007191,237130,40.81751293,-73.91711827
33104784,14/07/2007,328,40,ROBBERY,1007191,237130,40.81751293,-73.91711827
55327392,31/12/2008,330,50,FELONY ASSAULT,1012818,267918,40.902003,-73.896656
27306391,08/03/2007,330,50,GRAND LARCENY OF MOTOR VEHICLE,1012757,267568,40.90103982,-73.89687988
32306479,14/06/2007,330,50,FELONY ASSAULT,1012757,267568,40.90103982,-73.89687988
28984909,11/05/2007,330,50,ROBBERY,1012524,267855,40.90183,-73.89772
49960733,05/08/2008,335,52,GRAND LARCENY OF MOTOR VEHICLE,1009088,251988,40.85828867,-73.91020973
48010778,04/07/2008,335,52,GRAND LARCENY OF MOTOR VEHICLE,1009088,251988,40.85828867,-73.91020973
33759343,14/08/2007,335,52,ROBBERY,1009088,251988,40.85828867,-73.91020973
28291086,04/04/2007,335,52,FELONY ASSAULT,1009088,251988,40.85828867,-73.91020973
39490469,25/02/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009217,251581,40.857172,-73.909743
34043118,27/08/2007,335,46,BURGLARY,1009298,251326,40.856472,-73.90945
32793977,26/06/2007,335,46,FELONY ASSAULT,1009298,251326,40.856472,-73.90945
47268614,15/06/2008,335,46,FELONY ASSAULT,1009298,251326,40.856472,-73.90945
47815835,27/06/2008,335,46,ROBBERY,1009432,251515,40.85698945,-73.90896794
36132959,03/12/2007,335,46,ROBBERY,1009432,251515,40.85698945,-73.90896794
49814148,30/07/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009298,251326,40.856472,-73.90945
51085613,04/09/2008,335,46,ROBBERY,1009217,251581,40.857172,-73.909743
54441195,20/11/2008,335,46,BURGLARY,1009298,251326,40.856472,-73.90945
34587723,15/09/2007,335,46,FELONY ASSAULT,1010048,252090,40.858567,-73.906737
47391224,09/06/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009801,252063,40.858493,-73.907629
47436879,21/06/2008,335,46,BURGLARY,1010048,252090,40.858567,-73.906737
45003833,01/04/2008,335,46,ROBBERY,1010048,252090,40.858567,-73.906737
51296745,12/09/2008,335,46,BURGLARY,1010048,252090,40.858567,-73.906737
51349567,12/09/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009782,251352,40.856543,-73.907701
51349568,12/09/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009782,251352,40.856543,-73.907701
38085585,19/01/2008,335,46,ROBBERY,1009782,251352,40.856543,-73.907701
36132971,30/11/2007,335,46,ROBBERY,1009782,251352,40.856543,-73.907701
51349569,12/09/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009782,251352,40.856543,-73.907701
44829177,24/03/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009782,251352,40.856543,-73.907701
33438658,28/07/2007,335,46,ROBBERY,1009948,251420,40.856727,-73.907103
37741591,12/01/2008,335,46,FELONY ASSAULT,1009552,251459,40.856836,-73.908534
27524181,20/03/2007,335,46,ROBBERY,1009552,251459,40.856836,-73.908534
26469157,21/01/2007,335,46,ROBBERY,1009790,251638,40.857327,-73.907673
36273823,09/12/2007,335,46,ROBBERY,1010056,251656,40.857375,-73.906708
27213580,14/02/2007,335,46,ROBBERY,1009578,251739,40.85760385,-73.90843931
53988453,31/10/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009578,251739,40.85760385,-73.90843931
51085646,06/09/2008,335,46,FELONY ASSAULT,1009652,251846,40.8579,-73.90817
54062549,15/11/2008,335,46,FELONY ASSAULT,1009919,251864,40.857947,-73.907205
32259192,13/06/2007,335,46,BURGLARY,1009919,251864,40.857947,-73.907205
47893814,29/06/2008,335,46,FELONY ASSAULT,1009919,251864,40.857947,-73.907205
36005025,27/11/2007,335,46,BURGLARY,1009919,251864,40.857947,-73.907205
48071185,08/07/2008,335,46,ROBBERY,1009727,251955,40.85819628,-73.90789985
37814758,11/01/2008,335,46,ROBBERY,1009727,251955,40.85819628,-73.90789985
54524933,29/11/2008,335,46,GRAND LARCENY OF MOTOR VEHICLE,1009727,251955,40.85819628,-73.90789985
46937354,02/06/2008,335,46,BURGLARY,1009948,251420,40.856727,-73.907103
50049354,10/08/2008,335,46,BURGLARY,1009790,251638,40.857327,-73.907673
39490451,27/02/2008,335,46,BURGLARY,1010056,251656,40.857375,-73.906708
54764474,09/12/2008,335,46,BURGLARY,1009948,251420,40.856727,-73.907103
45222776,03/04/2008,335,46,ROBBERY,1009672,251404,40.85668411,-73.90810077
28236363,01/04/2007,335,46,FELONY ASSAULT,1010112,251774,40.85769837,-73.90650877
32756149,25/06/2007,335,46,ROBBERY,1010112,251774,40.85769837,-73.90650877
54764441,08/12/2008,335,46,ROBBERY,1010112,251774,40.85769837,-73.90650877
36132968,03/12/2007,335,46,ROBBERY,1010120,251483,40.856901,-73.906479
26768669,06/02/2007,335,46,ROBBERY,1009238,251695,40.85748405,-73.90966857
28895265,07/05/2007,335,46,FELONY ASSAULT,1009238,251695,40.85748405,-73.90966857
45813715,19/04/2008,335,52,FELONY ASSAULT,1009238,251695,40.85748405,-73.90966857
52190603,13/10/2008,335,46,ROBBERY,1009238,251695,40.85748405,-73.90966857
51296727,11/09/2008,335,46,ROBBERY,1009238,251695,40.85748405,-73.90966857
53960432,20/10/2008,335,46,ROBBERY,1009238,251695,40.85748405,-73.90966857
33739333,13/08/2007,335,46,ROBBERY,1009499,252082,40.858547,-73.908721
33438647,28/07/2007,335,46,BURGLARY,1009499,252082,40.858547,-73.908721
35965280,19/11/2007,335,46,FELONY ASSAULT,1009499,252082,40.858547,-73.908721
46809211,28/05/2008,335,52,FELONY ASSAULT,1009309,252307,40.859165,-73.909409
55116692,20/12/2008,335,46,FELONY ASSAULT,1009499,252082,40.858547,-73.908721
50147253,16/08/2008,335,52,BURGLARY,1009309,252307,40.859165,-73.909409
34581464,22/09/2007,335,52,FELONY ASSAULT,1009309,252307,40.859165,-73.909409
26146017,05/01/2007,335,52,ROBBERY,1009309,252307,40.859165,-73.909409
33505806,31/07/2007,335,46,ROBBERY,1009499,252082,40.858547,-73.908721
28398201,10/04/2007,335,46,ROBBERY,1009499,252082,40.858547,-73.908721
