Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,geometry
188159,CHPD,B&E    LARCENY F/VEHICLE,333 W ROSEMARY ST,CHAPEL HILL,NC,27516,1614933420000,1614932100000,1614933420000,THEFT/LARCENY,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,35,W,M,35.911716,-79.061256,81842,POINT (-79.061256 35.911716)
187975,CHPD,TOWED VEHICLE,14 DAVIE CIR,CHAPEL HILL,NC,27514,1614331620000,1614331620000,1614331620000,TRAFFIC VIOLATI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.917892,-79.037575,81844,POINT (-79.037575 35.917892)
188167,CHPD,B&E    LARCENY F/VEHICLE,1710 E FRANKLIN ST,CHAPEL HILL,NC,27514,1614934860000,1614893400000,1614933000000,THEFT/LARCENY,CONVENIENCE STORE,Y,<Null>,67,W,M,35.935883,-79.026855,81864,POINT (-79.026855 35.935883)
188132,CHPD,B&E    LARCENY F/VEHICLE,1081 NC 54,CHAPEL HILL,NC,27514,1614859320000,1614855600000,1614859200000,THEFT/LARCENY,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,22,W,F,35.89555,-79.063141,81874,POINT (-79.063141 35.89555)
188898,CHPD,B&E    LARCENY F/VEHICLE,1224 ARBORGATE CIRCLE,CHAPEL HILL,NC,27516,1617708600000,1617544800000,1617705000000,<Null>,RESIDENCE/HOME,N,<Null>,63,W,F,35.950616,-79.012073,81879,POINT (-79.012073 35.950616)
189133,CHPD,B&E VEHICLE,204 CONNER DR,CHAPEL HILL,NC,27514,1618562160000,1618511400000,1618556400000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,24,W,F,35.931167,-79.030827,81892,POINT (-79.030827 35.931167)
188556,CHPD,B&E    LARCENY F/VEHICLE,300 AQUATIC DR,CHAPEL HILL,NC,27514,1616486400000,1616483100000,1616486100000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,Y,<Null>,55,W,F,35.955904,-79.063886,81894,POINT (-79.063886 35.955904)
188975,CHPD,MISSING VEHICLE,8440 MERIN RD,CHAPEL HILL,NC,27514,1618002360000,1617985800000,1618002360000,THEFT/LARCENY,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,30,B,M,35.954047,-79.072154,81912,POINT (-79.072154 35.954047)
187981,CHPD,CREDIT CARD THEFT,102 W FRANKLIN ST,CHAPEL HILL,NC,27516,1614347580000,1611230400000,1613390400000,PUBLIC SERVICE,OTHER/UNKNOWN,N,<Null>,18,W,M,35.913204,-79.05616,81941,POINT (-79.05616 35.913204)
188246,CHPD,ABANDONED VEHICLE,100 MCMASTERS ST,CHAPEL HILL,NC,27516,1615283100000,1615283100000,1615283100000,ADMINISTRATIVE,OTHER/UNKNOWN,<Null>,NONE,<Null>,U,U,35.919102,-79.060966,81943,POINT (-79.060966 35.919102)
188918,CHPD,B&E    LARCENY F/VEHICLE,201 MCGREGOR DR,CHAPEL HILL,NC,27514,1617753960000,1617753600000,1617753960000,SUSPICIOUS/WANT,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,37,W,F,35.945989,-79.01848,81954,POINT (-79.01848 35.945989)
188443,CHPD,SUSPICIOUS VEHICLE,1112 WILLOW DR,CHAPEL HILL,NC,27517,1616005680000,1615568400000,1616005680000,MISC OFFICER IN,SPECIALTY/STORE,<Null>,<Null>,<Null>,<Null>,<Null>,35.928307,-79.019478,81971,POINT (-79.019478 35.928307)
188929,CHPD,ASSIST CARRBORO PD,104 CREEL ST,CHAPEL HILL,NC,27514,1617799800000,1617799740000,1617799740000,<Null>,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.905354,-79.066539,81978,POINT (-79.066539 35.905354)
190073,CHPD,VEHICLE UNLOCK,110 STANCELL DR,CHAPEL HILL,NC,27517,1621578960000,1621578960000,1621578960000,PUBLIC SERVICE,CONVENIENCE STORE,<Null>,NONE,41,W,M,35.901165,-79.006981,82031,POINT (-79.006981 35.901165)
190057,CHPD,IMPROPERLY PARKED VEHICLE,209 E FRANKLIN ST,CHAPEL HILL,NC,27514,1621507740000,1620298140000,1621507200000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,<Null>,<Null>,<Null>,35.915028,-79.052498,82054,POINT (-79.052498 35.915028)
189151,CHPD,B&E    LARCENY F/VEHICLE,428 MELANIE CT,CHAPEL HILL,NC,27514,1618665420000,1618516800000,1618546320000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,19,W,M,35.942014,-79.025726,82076,POINT (-79.025726 35.942014)
189897,CHPD,B&E   LARCENY F/ VEHICLE,16 SHEPHERD LN,CHAPEL HILL,NC,27514,1620925260000,1620860400000,1620925260000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,NONE,<Null>,W,F,35.925636,-79.030716,82079,POINT (-79.030716 35.925636)
189989,CHPD,ASSIST CARRBORO PD,215 KNOLLS ST,CHAPEL HILL,NC,27516,1621261920000,1621261800000,1621261860000,SUSPICIOUS/WANT,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.905907,-79.069008,82095,POINT (-79.069008 35.905907)
190132,CHPD,SUSPICIOUS VEHICLE,110 PINCHOT LN,CHAPEL HILL,NC,27514,1621736100000,1621735800000,1621735920000,SUSPICIOUS/WANT,RESIDENCE/HOME,<Null>,<Null>,61,W,M,35.941994,-79.050224,82101,POINT (-79.050224 35.941994)
190339,CHPD,SUSPICIOUS VEHICLE,MARTIN LUTHER KING JR BLVD @ WEAVER DAIRY RD,CHAPEL HILL,NC,27514,1622567460000,1622567340000,1622567400000,HARASSMENT/STAL,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,B,F,35.96398,-79.05849,82115,POINT (-79.05849 35.96398)
190144,CHPD,LARCENY FROM MOTOR VEHICLE,120 S ESTES DR,CHAPEL HILL,NC,27514,1621795800000,1621778400000,1621795800000,THEFT/LARCENY,COMMUNITY CENTER,<Null>,UNKNOWN,<Null>,W,F,35.925953,-79.03289,82143,POINT (-79.03289 35.925953)
189791,CHPD,MOTOR VEHICLE COLLISION DRIVER LEAVES SCENE,FORDHAM BLVD @ SERVICE RD,CHAPEL HILL,NC,27514,1620528060000,1620528060000,1620528060000,MOTOR VEHICLE C,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.93637,-79.02373,82156,POINT (-79.02373 35.93637)
190470,CHPD,B&E    LARCENY F/VEHICLE,406 N ESTES DR,CHAPEL HILL,NC,27514,1623008160000,1622930400000,1622995200000,THEFT/LARCENY,RESIDENCE/HOME,<Null>,<Null>,41,W,F,35.933983,-79.041702,82158,POINT (-79.041702 35.933983)
189793,CHPD,SUSPICIOUS VEHICLE,116 ISLEY ST,CHAPEL HILL,NC,27516,1620550380000,1620549600000,1620550380000,SUSPICIOUS/WANT,PARKING/DROP LOT/GARAGE,N,<Null>,<Null>,<Null>,<Null>,35.918972,-79.057541,82184,POINT (-79.057541 35.918972)
190327,CHPD,B&E    LARCENY F/VEHICLE,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,1622542200000,1622199600000,1622278800000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,20,W,M,35.920395,-79.052292,82196,POINT (-79.052292 35.920395)
189150,CHPD,ABANDONED VEHICLE,605 EASTOWNE DR,CHAPEL HILL,NC,27514,1618661580000,1618661580000,1618661580000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,<Null>,<Null>,<Null>,35.951519,-79.007089,82198,POINT (-79.007089 35.951519)
190205,CHPD,ABANDONED VEHICLE,104 PARTIN ST,CHAPEL HILL,NC,27514,1622017200000,1622017200000,1622017200000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.955112,-79.044113,82223,POINT (-79.044113 35.955112)
189504,CHPD,B&E    LARCENY F/VEHICLE,108 SHADOWOOD DR,CHAPEL HILL,NC,27514,1620204180000,1620164400000,1620204060000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,NONE,35,B,F,35.937892,-79.054428,82272,POINT (-79.054428 35.937892)
190233,CHPD,B&E    LARCENY F/VEHICLE,609 BYNUM ST,CHAPEL HILL,NC,27516,1622108040000,1622073660000,1622107800000,THEFT/LARCENY,RESIDENCE/HOME,N,NONE,39,W,M,35.915165,-79.067467,82290,POINT (-79.067467 35.915165)
189915,CHPD,B&E    LARCENY F/VEHICLE,832 N HERITAGE CIR,CHAPEL HILL,NC,27516,1620985080000,1620936900000,1620982800000,THEFT/LARCENY,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,32,B,M,35.947979,-79.062462,82308,POINT (-79.062462 35.947979)
190237,CHPD,LARCENY FROM MOTOR VEHICLE,100 MELVILLE LOOP,CHAPEL HILL,NC,27514,1622124600000,1622062800000,1622122200000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,NONE,29,B,M,35.94883,-79.01709,82354,POINT (-79.01709 35.94883)
190074,CHPD,B&E    LARCENY F/VEHICLE,116 SHADOWOOD DR,CHAPEL HILL,NC,27514,1621581780000,1621528200000,1621581780000,THEFT/LARCENY,RESIDENCE/HOME,N,NONE,23,W,F,35.93943,-79.054695,82359,POINT (-79.054695 35.93943)
190072,CHPD,B&E    LARCENY F/VEHICLE,109 SHADOWOOD DR,CHAPEL HILL,NC,27514,1621578540000,1621537200000,1621577700000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,27,W,M,35.938202,-79.055199,82404,POINT (-79.055199 35.938202)
190281,CHPD,B&E    LARCENY F/VEHICLE,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,1622277660000,1622232900000,1622277660000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,Y,<Null>,24,B,F,35.920395,-79.052292,82421,POINT (-79.052292 35.920395)
189154,CHPD,ABANDONED VEHICLE,500 EASTOWNE DR,CHAPEL HILL,NC,27514,1618654080000,1618654080000,1618654080000,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,<Null>,<Null>,<Null>,<Null>,35.94953,-79.007477,82423,POINT (-79.007477 35.94953)
190040,CHPD,B&E    LARCENY F/VEHICLE,1000 DOGWOOD ACRES DR,CHAPEL HILL,NC,27516,1621438680000,1621436400000,1621438200000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,42,W,F,35.872425,-79.069191,82437,POINT (-79.069191 35.872425)
189183,CHPD,LARCENY FROM MOTOR VEHICLE,200 PINEGATE CIR,CHAPEL HILL,NC,27514,1618834500000,1618743600000,1618772400000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,37,W,M,35.947781,-79.010141,82446,POINT (-79.010141 35.947781)
189399,CHPD,CREDIT CARD THEFT,112 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,1619745180000,1619741580000,1619745180000,THEFT/LARCENY,RESIDENCE/HOME,<Null>,NONE,55,B,M,35.943837,-79.056422,82451,POINT (-79.056422 35.943837)
189471,CHPD,LARCENY FROM MOTOR VEHICLE,1749 DOBBINS DR,CHAPEL HILL,NC,27514,1620061500000,1620054000000,1620054000000,PUBLIC SERVICE,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,<Null>,34,B,F,35.945621,-79.014498,82460,POINT (-79.014498 35.945621)
189889,CHPD,B&E    LARCENY F/VEHICLE,436 VALLEY PARK DR,CHAPEL HILL,NC,27514,1620909000000,1620846000000,1620900000000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,27,W,M,35.924121,-79.034923,82461,POINT (-79.034923 35.924121)
189746,CHPD,LARCENY FROM MOTOR VEHICLE,108 SHADOWOOD DR,CHAPEL HILL,NC,27514,1620393360000,1619888400000,1620205200000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,19,A,F,35.92696,-79.05294,82468,POINT (-79.05294 35.92696)
189654,CHPD,LARCENY FROM MOTOR VEHICLE,9217 SEAWELL SCHOOL RD,CHAPEL HILL,NC,27516,1620217440000,1620147600000,1620165600000,MISC OFFICER IN,PARKING/DROP LOT/GARAGE,<Null>,<Null>,<Null>,W,M,35.92696,-79.05294,82493,POINT (-79.05294 35.92696)
190076,CHPD,B&E    LARCENY F/VEHICLE,700 BOLINWOOD DR,CHAPEL HILL,NC,27514,1621587660000,1621555260000,1621587660000,THEFT/LARCENY,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,Y,OTHER,44,W,F,35.92696,-79.05294,82503,POINT (-79.05294 35.92696)
189269,CHPD,B&E    LARCENY F/VEHICLE,1081 NC 54,CHAPEL HILL,NC,27514,1619194980000,1619189100000,1619192700000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,Y,<Null>,61,W,F,35.895491,-79.06313,82520,POINT (-79.06313 35.895491)
190358,CHPD,B&E    LARCENY F/VEHICLE,604 VILLAGE CROSSING DR,CHAPEL HILL,NC,27514,1622638260000,1622568600000,1622635200000,MISC OFFICER IN,PARKING/DROP LOT/GARAGE,N,NONE,31,U,F,35.92696,-79.05294,82537,POINT (-79.05294 35.92696)
190042,CHPD,B&E    LARCENY F/VEHICLE,501 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,1621442400000,1621439100000,1621442280000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,40,W,F,35.960026,-79.033524,82548,POINT (-79.033524 35.960026)
189695,CHPD,UNLOCK VEHICLE,410 MARKET ST,CHAPEL HILL,NC,27516,1619088960000,1619085600000,1619088840000,PUBLIC SERVICE,PARKING/DROP LOT/GARAGE,N,NONE,<Null>,<Null>,<Null>,35.882065,-79.065742,82561,POINT (-79.065742 35.882065)
190356,CHPD,B&E    LARCENY F/VEHICLE,1207 ROOSEVELT DR,CHAPEL HILL,NC,27514,1622627700000,1622210400000,1622548800000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,26,W,F,35.924324,-79.037292,82565,POINT (-79.037292 35.924324)
190363,CHPD,ABANDONED VEHICLE,124 FORSYTH DR,CHAPEL HILL,NC,27517,1622648820000,1622648700000,1622648760000,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.942204,-79.007545,82576,POINT (-79.007545 35.942204)
190182,CHPD,B&E    LARCENY F/VEHICLE,108 MISTY WOODS CIR,CHAPEL HILL,NC,27514,1621931520000,1621895400000,1621929780000,BURGLARY/HOME I,PARKING/DROP LOT/GARAGE,N,NONE,33,W,F,35.938824,-79.056007,82593,POINT (-79.056007 35.938824)
189708,CHPD,IMPROPERLY PARKED VEHICLE,416 CHURCH ST,CHAPEL HILL,NC,27516,1620282180000,1620282180000,1620282180000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,<Null>,<Null>,<Null>,35.915909,-79.060249,82639,POINT (-79.060249 35.915909)
189219,CHPD,ABANDONED VEHICLE,101 KILDAIRE RD,CHAPEL HILL,NC,27516,1618791780000,1618791300000,1618791780000,INFO MESSAGE,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.880326,-79.063995,82681,POINT (-79.063995 35.880326)
189818,CHPD,ABANDONED VEHICLE,VILLAGE DR,CHAPEL HILL,NC,27516,1620648180000,1620412980000,1620648000000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.921848,-79.070007,82689,POINT (-79.070007 35.921848)
190062,CHPD,B&E    LARCENY F/VEHICLE,1748 FORDHAM BLVD,CHAPEL HILL,NC,27514,1621523160000,1621501200000,1621501800000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,37,W,M,35.940769,-79.019119,82690,POINT (-79.019119 35.940769)
189987,CHPD,LARCENY FROM MOTOR VEHICLE,5000 ENVIRON WAY,CHAPEL HILL,NC,27517,1621251120000,1620000000000,1620345600000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,32,W,M,35.906345,-79.020866,82734,POINT (-79.020866 35.906345)
189382,CHPD,ABANDONED VEHICLE,3 FRANCES ST,CHAPEL HILL,NC,27517,1619692020000,1619691900000,1619691960000,SUSPICIOUS/WANT,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.932213,-79.018282,82737,POINT (-79.018282 35.932213)
189522,CHPD,B&E VEHICLE (NO PROPERTY TAKEN,2504 FOXWOOD DR,CHAPEL HILL,NC,27514,1618075800000,1618075620000,1618075800000,THEFT/LARCENY,RESIDENCE/HOME,<Null>,<Null>,62,W,F,35.94961,-79.024079,82752,POINT (-79.024079 35.94961)
189247,CHPD,SUSPICIOUS VEHICLE,5623 FORDHAM BLVD,CHAPEL HILL,NC,27514,1619107140000,1619107140000,1619107140000,STATIONARY PATR,HOTEL/MOTEL/ETC.,N,<Null>,<Null>,<Null>,<Null>,35.94977,-79.001699,82755,POINT (-79.001699 35.94977)
189693,CHPD,VEHICLE LOCK OUT,1716 LEGION RD,CHAPEL HILL,NC,27517,1620242520000,1620242520000,1620242520000,PUBLIC SERVICE,PARKING/DROP LOT/GARAGE,Y,NONE,60,B,F,35.939358,-79.016075,82774,POINT (-79.016075 35.939358)
190038,CHPD,B&E    LARCENY F/VEHICLE,1081 NC 54,CHAPEL HILL,NC,27514,1621438380000,1621432800000,1621437600000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,Y,<Null>,59,W,F,35.89555,-79.063141,82793,POINT (-79.063141 35.89555)
190183,CHPD,SUSPICIOUS VEHICLE,1701 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,1621933200000,1621932600000,1621932600000,SUSPICIOUS/WANT,FIELD/WOODS,N,<Null>,<Null>,<Null>,<Null>,35.962112,-79.058075,82811,POINT (-79.058075 35.962112)
189260,CHPD,B&E    LARCENY F/VEHICLE,413 SMITH AVE,CHAPEL HILL,NC,27516,1619167920000,1619114400000,1619167200000,THEFT/LARCENY,RESIDENCE/HOME,N,<Null>,50,W,F,35.898582,-79.059934,82813,POINT (-79.059934 35.898582)
189259,CHPD,B&E    LARCENY F/VEHICLE,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,1619175600000,1619163000000,1619173440000,THEFT/LARCENY,CONSTRUCTION SITE,N,<Null>,24,W,M,35.933603,-79.021248,82839,POINT (-79.021248 35.933603)
190283,CHPD,B&E    LARCENY F/VEHICLE,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,1622280900000,1622228400000,1622280900000,MISC OFFICER IN,PARKING/DROP LOT/GARAGE,Y,<Null>,21,U,M,35.920395,-79.052292,82846,POINT (-79.052292 35.920395)
190373,CHPD,B&E    LARCENY F/VEHICLE,980 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,1622722500000,1622718000000,1622722200000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,BLUNT OBJECT,66,W,F,35.934032,-79.054382,82868,POINT (-79.054382 35.934032)
190402,CHPD,TOWED VEHICLE,201 NORTH GRAHAM STREET,CHAPEL HILL,NC,27516,1622812440000,1622812440000,1622812440000,TRAFFIC VIOLATI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.911458,-79.065481,82874,POINT (-79.065481 35.911458)
189910,CHPD,CREDIT CARD/ATM FRAUD,116 W BARBEE CHAPEL RD,CHAPEL HILL,NC,27517,1620974520000,1620972420000,1620972780000,FRAUD OR DECEPT,GROCERY/SUPERMARKET,<Null>,<Null>,28,W,F,35.906544,-79.01091,82883,POINT (-79.01091 35.906544)
190232,CHPD,B&E    LARCENY F/VEHICLE,1100 NC 54 BYPASS,CHAPEL HILL,NC,27516,1622105280000,1622052000000,1622105100000,THEFT/LARCENY,RESIDENCE/HOME,N,NONE,39,W,F,35.899937,-79.066503,82893,POINT (-79.066503 35.899937)
189555,CHPD,TOWED VEHICLE,2 BRANDON RD,CHAPEL HILL,NC,27517,1618256460000,1618256460000,1618256460000,TRAFFIC VIOLATI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.914986,-79.02359,82903,POINT (-79.02359 35.914986)
189264,CHPD,LOCKED VEHICLE,101 MANNING DR,CHAPEL HILL,NC,27514,1619177160000,1619176800000,1619177160000,PUBLIC SERVICE,PARKING/DROP LOT/GARAGE,N,<Null>,<Null>,<Null>,<Null>,35.904582,-79.051359,82905,POINT (-79.051359 35.904582)
189167,CHPD,UNOCCUPIED SUSPICIOUS VEHICLE,5623 FORDHAM BLVD,CHAPEL HILL,NC,27514,1618751340000,1618751340000,1618751340000,SUSPICIOUS/WANT,HOTEL/MOTEL/ETC.,N,<Null>,<Null>,<Null>,<Null>,35.94977,-79.001699,82915,POINT (-79.001699 35.94977)
189180,CHPD,B&E    LARCENY F/VEHICLE,108 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,1618828860000,1618761600000,1618820100000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,32,B,F,35.935023,-79.02049,82919,POINT (-79.02049 35.935023)
189690,CHPD,LARCENY FROM MOTOR VEHICLE,104 MISTY WOODS CIR,CHAPEL HILL,NC,27514,1620231360000,1619802000000,1620216000000,PUBLIC SERVICE,PARKING/DROP LOT/GARAGE,<Null>,<Null>,27,W,F,35.92696,-79.05294,82931,POINT (-79.05294 35.92696)
190012,CHPD,B&E    LARCENY F/VEHICLE,116 NORTH ST,CHAPEL HILL,NC,27514,1621336320000,1621274400000,1621326600000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,20,W,M,35.915539,-79.055611,82947,POINT (-79.055611 35.915539)
190036,CHPD,B&E    LARCENY F/VEHICLE,1000 DOGWOOD ACRES DR,CHAPEL HILL,NC,27516,1621437300000,1621435500000,1621437300000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,73,W,F,35.873997,-79.068901,82948,POINT (-79.068901 35.873997)
190396,CHPD,LARCENY- OF GOLF CART,103 LANCASTER DR,CHAPEL HILL,NC,27517,1622806680000,1622318400000,1622404800000,THEFT/LARCENY,OTHER/UNKNOWN,N,<Null>,<Null>,<Null>,<Null>,35.921272,-79.00853,82969,POINT (-79.00853 35.921272)
190498,CHPD,LARCENY FROM MOTOR VEHICLE,205 BURLAGE CIR,CHAPEL HILL,NC,27514,1623056580000,1622954640000,1622962800000,SUSPICIOUS/WANT,RESIDENCE/HOME,N,<Null>,57,W,M,35.930012,-79.038551,82981,POINT (-79.038551 35.930012)
191131,CHPD,ABANDONED VEHICLE,BOLINWOOD DR,CHAPEL HILL,NC,27514,1625300640000,1625242200000,1625242200000,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.927477,-79.053815,83007,POINT (-79.053815 35.927477)
191459,CHPD,LARCENY FROM MOTOR VEHICLE,1081 NC 54,CHAPEL HILL,NC,27514,1626457860000,1626454800000,1626457860000,DAMAGE/VANDALIS,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,Y,UNKNOWN,50,W,M,35.89555,-79.063141,83020,POINT (-79.063141 35.89555)
190861,CHPD,UNLOCK VEHICLE,116 MISTY WOODS CIR,CHAPEL HILL,NC,27514,1624391880000,1624391400000,1624391700000,PUBLIC SERVICE,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.939526,-79.054726,83021,POINT (-79.054726 35.939526)
191813,CHPD,B&E    LARCENY F/VEHICLE,201 S ESTES DR,CHAPEL HILL,NC,27514,1627644660000,1627030800000,1627639200000,DAMAGE/VANDALIS,PARKING/DROP LOT/GARAGE,<Null>,<Null>,<Null>,W,F,35.92696,-79.05294,83031,POINT (-79.05294 35.92696)
191855,CHPD,B&E    LARCENY F/VEHICLE,411 MCCAULEY ST,CHAPEL HILL,NC,27516,1627741080000,1627678800000,1627729200000,THEFT/LARCENY,RESIDENCE/HOME,N,NONE,<Null>,W,F,35.905804,-79.060608,83055,POINT (-79.060608 35.905804)
191114,CHPD,ABANDONED VEHICLE,11 DAVIE CIR,CHAPEL HILL,NC,27514,1625236380000,1624968000000,1625236320000,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.918606,-79.039635,83064,POINT (-79.039635 35.918606)
190646,CHPD,B&E    LARCENY F/VEHICLE,1706 E FRANKLIN ST,CHAPEL HILL,NC,27514,1623697680000,1623693600000,1623697680000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,Y,PERSONAL WEAPONS,39,B,F,35.935585,-79.026955,83123,POINT (-79.026955 35.935585)
191763,CHPD,B&E    LARCENY F/VEHICLE,304 COPPERLINE DR,CHAPEL HILL,NC,27516,1627461000000,1627415100000,1627450800000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,23,W,M,35.8829,-79.064918,83150,POINT (-79.064918 35.8829)
190639,CHPD,B&E    LARCENY F/VEHICLE,1704 E FRANKLIN ST,CHAPEL HILL,NC,27514,1623697680000,1623693000000,1623696600000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,N,<Null>,30,W,F,35.935585,-79.026955,83200,POINT (-79.026955 35.935585)
190732,CHPD,SUSPICIOUS VEHICLE,166 E ROSEMARY ST,CHAPEL HILL,NC,27514,1624016520000,1623130800000,1623184200000,PUBLIC SERVICE,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,24,W,M,35.915253,-79.053398,83213,POINT (-79.053398 35.915253)
190927,CHPD,FICT/ALT TITLE/REG CARD/TAG,5623 FORDHAM BLVD,CHAPEL HILL,NC,27514,1624609440000,1624609440000,1624609440000,STATIONARY PATR,PARKING/DROP LOT/GARAGE,N,<Null>,<Null>,<Null>,<Null>,35.949802,-79.001694,83235,POINT (-79.001694 35.949802)
191227,CHPD,B&E    LARCENY F/VEHICLE,200 OVERLAKE DR,CHAPEL HILL,NC,27516,1625653020000,1625612400000,1625644800000,THEFT/LARCENY,RESIDENCE/HOME,N,NONE,78,W,M,35.886612,-79.064972,83243,POINT (-79.064972 35.886612)
190748,CHPD,VEHICLE UNLOCK,618 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,1624036500000,1624036200000,1624036200000,PUBLIC SERVICE,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,37,B,F,35.962139,-79.034378,83275,POINT (-79.034378 35.962139)
191500,CHPD,ASSIST CARRBORO PD,180 BPW CLUB RD,CARRBORO,NC,27510,1626613860000,1626577200000,1626591600000,MISSING/RUNAWAY,RESIDENCE/HOME,<Null>,<Null>,<Null>,W,F,35.894466,-79.086418,83284,POINT (-79.086418 35.894466)
190613,CHPD,B&E    LARCENY F/VEHICLE,1008 DAWES ST,CHAPEL HILL,NC,27516,1623576600000,1623484800000,1623576600000,THEFT/LARCENY,PARKING/DROP LOT/GARAGE,<Null>,<Null>,36,W,M,35.89645,-79.06147,83301,POINT (-79.06147 35.89645)
